1.092853849646701e-13	1
1.1788449892407506e-13	1
1.2716023364947533e-13	1
1.371658290052492e-13	1
1.479587140313098e-13	1
1.5960083656813053e-13	1
1.7215901881829578e-13	1
1.8570534088539065e-13	1
2.0031755449162861e-13	1
2.1607952924881862e-13	1
2.330817340441438e-13	1
2.514217563037476e-13	1
2.7120486211454386e-13	1
2.92544600419183e-13	1
3.1556345475205224e-13	1
3.4039354625709493e-13	1
3.6717739202253903e-13	1
3.9606872308514935e-13	1
4.272333667990938e-13	1
4.608552382225835e-13	1
4.971176049932736e-13	1
5.36234446699417e-13	1
5.784280219667567e-13	1
6.239497838546464e-13	1
6.730452351635934e-13	1
7.260085225947649e-13	1
7.831395979679057e-13	1
8.447608902498156e-13	1
9.112408149063713e-13	1
9.829438935236612e-13	1
1.0602914126697438e-12	1
1.1437303844993735e-12	1
1.23372474118599e-12	1
1.330806119552152e-12	1
1.435539356865266e-12	1
1.5485082317675105e-12	1
1.6703634686576409e-12	1
1.8018077399829402e-12	1
1.9435828739046535e-12	1
2.0702140088657164e-12	1
5.1373508906785665e-12	1
5.541510318753909e-12	1
5.97741299401417e-12	1
6.4476184629782815e-12	0.9980330542257148
6.954751195132163e-12	0.9949646188178298
7.501788489739665e-12	0.992132216902859
8.091871592150149e-12	0.9895358484808026
8.728370035146002e-12	0.9869394800587461
9.41493480251719e-12	0.9843431116366896
1.01554152178948e-11	0.9808026092429762
1.0954134087075746e-11	0.9772621068492628
1.181562015511018e-11	0.973249537469721
1.2744774031374373e-11	0.9685288676114364
1.3746934353957916e-11	0.9633361307673234
1.4827832729794427e-11	0.957671326937382
1.5993580413766822e-11	0.9510623891357837
1.7250940152380655e-11	0.944217417841271
1.860690497685777e-11	0.9359562455892732
2.0087324388544455e-11	0.9264474677318714
2.1646674326057925e-11	0.9180177001277918
2.334769471346266e-11	0.9076322264395659
2.518210784852181e-11	0.8960665852867687
2.7160471420075386e-11	0.8837928436552289
2.929387531664534e-11	0.8701029010662038
3.1594646772942875e-11	0.8557048579984359
3.407560152968112e-11	0.8396545804802685
3.675105058009157e-11	0.8226601689904443
3.9386781495825387e-11	0.8046036067825059
4.075502068322954e-11	0.79211069119326
4.328749722113721e-11	0.778191458925404
4.6100567138703434e-11	0.7611970474355796
4.9095995495482355e-11	0.7432112952755154
5.217587332900961e-11	0.7246275916000686
5.498514518336672e-11	0.7077708663144443
5.7824193106849056e-11	0.6914845553033626
6.080943060277035e-11	0.6744901438135383
6.394836468379485e-11	0.6567876318449712
6.724899709975369e-11	0.6385540445173472
7.065706037718397e-11	0.6215596330275229
7.350486116220605e-11	0.6041605926927027
7.71603541171801e-11	0.5871661812028784
8.02707186410448e-11	0.570374084135552
8.426158082043476e-11	0.5519634716882422
8.765754130827132e-11	0.5343621169309243
9.201514060924589e-11	0.5153445612161208
9.572305135014341e-11	0.497136263191309
1.0048178867207827e-10	0.4783210218990036
1.0443666495366934e-10	0.4601127238741918
1.084505888627819e-10	0.4431183123843674
1.1272058938461334e-10	0.42632621531704096
1.1832211735867354e-10	0.4054878297997564
1.2309057515558997e-10	0.3876841606199405
1.2851425434442324e-10	0.37018396307387125
1.3345386937929177e-10	0.3534255850769611
1.3858334503948233e-10	0.33666720708005116
1.4416865871282565e-10	0.3190995713931494
1.5106227943142496e-10	0.29967738683335
1.5800003749547737e-10	0.280052887851053
1.6421985977335996e-10	0.26255269030498374
1.7068645112707392e-10	0.24626637929390216
1.7933301635107903e-10	0.22714766636784978
1.8858725887180527e-10	0.20785192832211186
1.9814597551083797e-10	0.19164148521946678
